player,season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,PTS,salary,inflationAdjSalary
Shannon Brown,2009,SG,23.0,CHA,30.0,0.0,341.0,56.0,123.0,0.45528455284552843,24.0,30.0,0.8,144.0,2000000.0,2747525.0
Shannon Brown,2009,SG,23.0,LAL,18.0,0.0,136.0,22.0,42.0,0.5238095238095238,8.0,9.0,0.8888888888888888,58.0,2000000.0,2747525.0
Kobe Bryant,2009,SG,30.0,LAL,82.0,82.0,2960.0,800.0,1712.0,0.4672897196261682,483.0,564.0,0.8563829787234043,2201.0,23034375.0,31643765.0
Greg Buckner,2009,SF,32.0,MEM,63.0,0.0,878.0,61.0,159.0,0.3836477987421384,20.0,25.0,0.8,155.0,1000000.0,1373762.0
Caron Butler,2009,SG,28.0,WAS,67.0,67.0,2585.0,491.0,1085.0,0.4525345622119816,345.0,402.0,0.8582089552238806,1392.0,9780970.0,13436731.0
Rasual Butler,2009,SF,29.0,NOH,82.0,74.0,2614.0,348.0,803.0,0.43337484433374845,86.0,110.0,0.7818181818181819,922.0,3945000.0,5419493.0
Andrew Bynum,2009,C,21.0,LAL,50.0,50.0,1446.0,281.0,502.0,0.5597609561752988,152.0,215.0,0.7069767441860465,714.0,12526998.0,17209122.0
Will Bynum,2009,PG,26.0,DET,57.0,1.0,803.0,156.0,342.0,0.45614035087719296,95.0,119.0,0.7983193277310925,410.0,825497.0,1134036.0
Marcus Camby,2009,C,34.0,LAC,62.0,55.0,1925.0,254.0,496.0,0.5120967741935484,132.0,182.0,0.7252747252747253,641.0,7650000.0,10509284.0
Brian Cardinal,2009,PF,31.0,MIN,64.0,4.0,909.0,65.0,169.0,0.38461538461538464,30.0,35.0,0.8571428571428571,190.0,6750000.0,9272898.0
Rodney Carney,2009,SG,24.0,MIN,67.0,6.0,1199.0,176.0,423.0,0.4160756501182033,50.0,66.0,0.7575757575757576,481.0,855189.0,1174826.0
Matt Carroll,2009,SG,28.0,TOT,55.0,10.0,616.0,65.0,171.0,0.38011695906432746,21.0,25.0,0.84,164.0,4700000.0,6456684.0
Matt Carroll,2009,SG,28.0,CHA,34.0,10.0,475.0,56.0,138.0,0.4057971014492754,15.0,19.0,0.7894736842105263,139.0,4700000.0,6456684.0
Matt Carroll,2009,SG,28.0,DAL,21.0,0.0,141.0,9.0,33.0,0.2727272727272727,6.0,6.0,1.0,25.0,4700000.0,6456684.0
Anthony Carter,2009,PG,33.0,DEN,78.0,5.0,1787.0,167.0,386.0,0.4326424870466321,57.0,78.0,0.7307692307692307,412.0,1306455.0,1794759.0
Vince Carter,2009,SG,32.0,NJN,80.0,80.0,2946.0,588.0,1345.0,0.43717472118959105,335.0,410.0,0.8170731707317073,1662.0,16300000.0,22392332.0
Mario Chalmers,2009,PG,22.0,MIA,82.0,82.0,2626.0,278.0,662.0,0.4199395770392749,148.0,193.0,0.7668393782383419,818.0,773500.0,1062605.0
Tyson Chandler,2009,C,26.0,NOH,45.0,45.0,1445.0,160.0,283.0,0.5653710247349824,77.0,133.0,0.5789473684210527,397.0,11850000.0,16279088.0
Wilson Chandler,2009,SF,21.0,NYK,82.0,70.0,2735.0,455.0,1054.0,0.4316888045540797,171.0,215.0,0.7953488372093023,1184.0,1255440.0,1724676.0
Speedy Claxton,2009,PG,30.0,ATL,2.0,0.0,15.0,2.0,7.0,0.2857142857142857,1.0,2.0,0.5,5.0,5209454.0,7156553.0
Jarron Collins,2009,C,30.0,UTA,26.0,3.0,201.0,16.0,35.0,0.45714285714285713,8.0,11.0,0.7272727272727273,40.0,1181803.0,1623516.0
Jason Collins,2009,C,30.0,MIN,31.0,22.0,422.0,22.0,70.0,0.3142857142857143,13.0,28.0,0.4642857142857143,57.0,1181803.0,1623516.0
Mardy Collins,2009,PG-SG,24.0,TOT,48.0,14.0,890.0,105.0,247.0,0.4251012145748988,28.0,46.0,0.6086956521739131,251.0,1867742.0,2565834.0
Mardy Collins,2009,SG,24.0,NYK,9.0,0.0,75.0,8.0,23.0,0.34782608695652173,4.0,9.0,0.4444444444444444,20.0,1867742.0,2565834.0
Mardy Collins,2009,PG,24.0,LAC,39.0,14.0,815.0,97.0,224.0,0.4330357142857143,24.0,37.0,0.6486486486486487,231.0,1867742.0,2565834.0
Nick Collison,2009,C,28.0,OKC,71.0,40.0,1831.0,243.0,428.0,0.5677570093457944,98.0,136.0,0.7205882352941176,584.0,6250000.0,8586016.0
Mike Conley,2009,PG,21.0,MEM,82.0,61.0,2508.0,323.0,730.0,0.44246575342465755,161.0,197.0,0.817258883248731,895.0,3883800.0,5335419.0
Brian Cook,2009,PF,28.0,TOT,30.0,0.0,171.0,28.0,76.0,0.3684210526315789,5.0,6.0,0.8333333333333334,74.0,3500000.0,4808169.0
Brian Cook,2009,PF,28.0,ORL,21.0,0.0,146.0,23.0,60.0,0.38333333333333336,5.0,6.0,0.8333333333333334,62.0,3500000.0,4808169.0
Daequan Cook,2009,SF,21.0,MIA,75.0,4.0,1833.0,242.0,645.0,0.3751937984496124,49.0,56.0,0.875,686.0,1362120.0,1871229.0
Jamal Crawford,2009,PG-SG,28.0,TOT,65.0,65.0,2479.0,419.0,1022.0,0.40998043052837574,300.0,344.0,0.872093023255814,1280.0,9360000.0,12858418.0
Jamal Crawford,2009,SG,28.0,NYK,11.0,11.0,392.0,73.0,169.0,0.4319526627218935,35.0,46.0,0.7608695652173914,216.0,9360000.0,12858418.0
Jamal Crawford,2009,PG,28.0,GSW,54.0,54.0,2087.0,346.0,853.0,0.4056271981242673,265.0,298.0,0.889261744966443,1064.0,9360000.0,12858418.0
Javaris Crittenton,2009,PG-SG,21.0,TOT,63.0,10.0,1174.0,131.0,285.0,0.45964912280701753,53.0,92.0,0.5760869565217391,317.0,1477920.0,2030311.0
Javaris Crittenton,2009,SG,21.0,MEM,7.0,0.0,44.0,7.0,15.0,0.4666666666666667,5.0,11.0,0.45454545454545453,19.0,1477920.0,2030311.0
Javaris Crittenton,2009,PG,21.0,WAS,56.0,10.0,1130.0,124.0,270.0,0.45925925925925926,48.0,81.0,0.5925925925925926,298.0,1477920.0,2030311.0
Eddy Curry,2009,C,26.0,NYK,3.0,0.0,12.0,2.0,2.0,1.0,1.0,3.0,0.3333333333333333,5.0,10500423.0,14425089.0
Samuel Dalembert,2009,C,27.0,PHI,82.0,82.0,2036.0,216.0,434.0,0.4976958525345622,91.0,124.0,0.7338709677419355,523.0,12025694.0,16520449.0
Erick Dampier,2009,C,33.0,DAL,80.0,80.0,1836.0,182.0,280.0,0.65,90.0,141.0,0.6382978723404256,454.0,12115500.0,16643822.0
Antonio Daniels,2009,PG,33.0,TOT,74.0,9.0,1021.0,99.0,236.0,0.4194915254237288,80.0,100.0,0.8,300.0,5863580.0,8055167.0
Antonio Daniels,2009,PG,33.0,WAS,13.0,5.0,288.0,18.0,45.0,0.4,25.0,33.0,0.7575757575757576,66.0,5863580.0,8055167.0
Antonio Daniels,2009,PG,33.0,NOH,61.0,4.0,733.0,81.0,191.0,0.42408376963350786,55.0,67.0,0.8208955223880597,234.0,5863580.0,8055167.0
Marquis Daniels,2009,SF,28.0,IND,54.0,43.0,1700.0,311.0,689.0,0.4513788098693759,93.0,129.0,0.7209302325581395,733.0,1990000.0,2733787.0
Baron Davis,2009,PG,29.0,LAC,65.0,60.0,2248.0,355.0,959.0,0.37017726798748696,159.0,210.0,0.7571428571428571,968.0,12150000.0,16691216.0
Glen Davis,2009,C,23.0,BOS,76.0,16.0,1637.0,199.0,450.0,0.44222222222222224,130.0,178.0,0.7303370786516854,530.0,3000000.0,4121288.0
Paul Davis,2009,PF,24.0,LAC,27.0,1.0,320.0,40.0,98.0,0.40816326530612246,27.0,34.0,0.7941176470588235,107.0,80488.0,110571.0
Ricky Davis,2009,SG,29.0,LAC,36.0,9.0,785.0,83.0,245.0,0.33877551020408164,31.0,36.0,0.8611111111111112,232.0,2484000.0,3412426.0
Luol Deng,2009,SF,23.0,CHI,49.0,46.0,1665.0,265.0,591.0,0.44839255499153974,152.0,191.0,0.7958115183246073,690.0,10370425.0,14246503.0
Boris Diaw,2009,PF,26.0,TOT,81.0,59.0,2754.0,448.0,884.0,0.5067873303167421,101.0,147.0,0.6870748299319728,1072.0,9000000.0,12363864.0
Boris Diaw,2009,PF,26.0,PHO,22.0,0.0,538.0,80.0,141.0,0.5673758865248227,18.0,26.0,0.6923076923076923,183.0,9000000.0,12363864.0
Boris Diaw,2009,PF,26.0,CHA,59.0,59.0,2216.0,368.0,743.0,0.4952893674293405,83.0,121.0,0.6859504132231405,889.0,9000000.0,12363864.0
Yakhouba Diawara,2009,SF,26.0,MIA,63.0,21.0,851.0,76.0,217.0,0.35023041474654376,10.0,19.0,0.5263157894736842,213.0,945000.0,1298205.0
Travis Diener,2009,PG,26.0,IND,55.0,0.0,719.0,74.0,179.0,0.4134078212290503,12.0,15.0,0.8,206.0,1740000.0,2390347.0
Ike Diogu,2009,PF,25.0,TOT,29.0,1.0,215.0,39.0,74.0,0.527027027027027,40.0,53.0,0.7547169811320755,119.0,884881.0,1215616.0
Ike Diogu,2009,PF,25.0,POR,19.0,0.0,73.0,6.0,19.0,0.3157894736842105,15.0,20.0,0.75,27.0,884881.0,1215616.0
Ike Diogu,2009,PF,25.0,SAC,10.0,1.0,142.0,33.0,55.0,0.6,25.0,33.0,0.7575757575757576,92.0,884881.0,1215616.0
DeSagana Diop,2009,C,27.0,TOT,75.0,1.0,1036.0,74.0,171.0,0.4327485380116959,22.0,66.0,0.3333333333333333,170.0,6031800.0,8286261.0
DeSagana Diop,2009,C,27.0,DAL,34.0,0.0,452.0,22.0,58.0,0.3793103448275862,12.0,29.0,0.41379310344827586,56.0,6031800.0,8286261.0
DeSagana Diop,2009,C,27.0,CHA,41.0,1.0,584.0,52.0,113.0,0.46017699115044247,10.0,37.0,0.2702702702702703,114.0,6031800.0,8286261.0
Keyon Dooling,2009,PG,28.0,NJN,77.0,18.0,2074.0,261.0,598.0,0.43645484949832775,127.0,154.0,0.8246753246753247,748.0,3564000.0,4896090.0
Quincy Douby,2009,PG,24.0,TOT,27.0,0.0,300.0,42.0,110.0,0.38181818181818183,17.0,19.0,0.8947368421052632,115.0,85519.0,117482.0
Quincy Douby,2009,PG,24.0,SAC,20.0,0.0,227.0,30.0,88.0,0.3409090909090909,14.0,15.0,0.9333333333333333,84.0,85519.0,117482.0
Quincy Douby,2009,PG,24.0,TOR,7.0,0.0,73.0,12.0,22.0,0.5454545454545454,3.0,4.0,0.75,31.0,85519.0,117482.0
Chris Douglas-Roberts,2009,SG,22.0,NJN,44.0,3.0,585.0,81.0,176.0,0.4602272727272727,51.0,62.0,0.8225806451612904,216.0,736000.0,1011089.0
Jared Dudley,2009,SF,23.0,TOT,68.0,7.0,1155.0,136.0,285.0,0.47719298245614034,71.0,105.0,0.6761904761904762,372.0,1307640.0,1796387.0
Jared Dudley,2009,SF,23.0,CHA,20.0,7.0,427.0,45.0,96.0,0.46875,15.0,24.0,0.625,108.0,1307640.0,1796387.0
Jared Dudley,2009,SF,23.0,PHO,48.0,0.0,728.0,91.0,189.0,0.48148148148148145,56.0,81.0,0.691358024691358,264.0,1307640.0,1796387.0
Chris Duhon,2009,PG,26.0,NYK,79.0,78.0,2906.0,287.0,681.0,0.42143906020558003,179.0,209.0,0.8564593301435407,880.0,6031800.0,8286261.0
Tim Duncan,2009,C,32.0,SAS,75.0,75.0,2524.0,558.0,1107.0,0.5040650406504065,334.0,483.0,0.6915113871635611,1450.0,22183220.0,30474480.0
Mike Dunleavy,2009,SG,28.0,IND,18.0,14.0,495.0,93.0,232.0,0.40086206896551724,53.0,65.0,0.8153846153846154,271.0,9780992.0,13436762.0
Kevin Durant,2009,SF,20.0,OKC,74.0,74.0,2885.0,661.0,1390.0,0.47553956834532374,452.0,524.0,0.8625954198473282,1871.0,4796880.0,6589774.0
Monta Ellis,2009,SG,23.0,GSW,25.0,25.0,892.0,194.0,430.0,0.4511627906976744,78.0,94.0,0.8297872340425532,474.0,11000000.0,15111389.0
Francisco Elson,2009,C,32.0,MIL,59.0,23.0,977.0,83.0,169.0,0.4911242603550296,33.0,39.0,0.8461538461538461,200.0,1700000.0,2335396.0
Maurice Evans,2009,SF,30.0,ATL,80.0,25.0,1840.0,208.0,482.0,0.4315352697095436,60.0,73.0,0.821917808219178,574.0,2500000.0,3434406.0
Reggie Evans,2009,PF,28.0,PHI,79.0,7.0,1137.0,79.0,178.0,0.4438202247191011,104.0,175.0,0.5942857142857143,262.0,4960000.0,6813863.0
Jordan Farmar,2009,PG,22.0,LAL,65.0,0.0,1192.0,161.0,412.0,0.3907766990291262,45.0,77.0,0.5844155844155844,416.0,1947240.0,2675045.0
Raymond Felton,2009,PG,24.0,CHA,82.0,81.0,3086.0,442.0,1083.0,0.40812557710064634,219.0,272.0,0.8051470588235294,1162.0,5501196.0,7557337.0
Kyrylo Fesenko,2009,C,22.0,UTA,21.0,1.0,156.0,21.0,36.0,0.5833333333333334,7.0,21.0,0.3333333333333333,49.0,870000.0,1195173.0
Michael Finley,2009,SF,35.0,SAS,81.0,77.0,2336.0,301.0,689.0,0.43686502177068215,51.0,62.0,0.8225806451612904,784.0,2500000.0,3434406.0
Derek Fisher,2009,PG,34.0,LAL,82.0,82.0,2441.0,292.0,688.0,0.42441860465116277,110.0,130.0,0.8461538461538461,814.0,5048000.0,6934754.0
Jeff Foster,2009,C,32.0,IND,74.0,26.0,1828.0,177.0,353.0,0.5014164305949008,96.0,146.0,0.6575342465753424,452.0,6077500.0,8349042.0
Randy Foye,2009,SG,25.0,MIN,70.0,61.0,2494.0,399.0,981.0,0.40672782874617736,230.0,272.0,0.8455882352941176,1139.0,3575761.0,4912247.0
Adonal Foyle,2009,C,33.0,TOT,10.0,0.0,62.0,7.0,11.0,0.6363636363636364,3.0,6.0,0.5,17.0,1306455.0,1794759.0
Adonal Foyle,2009,C,33.0,ORL,9.0,0.0,59.0,7.0,11.0,0.6363636363636364,3.0,6.0,0.5,17.0,1306455.0,1794759.0
Channing Frye,2009,PF,25.0,POR,63.0,1.0,746.0,113.0,267.0,0.4232209737827715,26.0,36.0,0.7222222222222222,263.0,2000000.0,2747525.0
Dan Gadzuric,2009,C,30.0,MIL,67.0,26.0,941.0,117.0,244.0,0.47950819672131145,37.0,68.0,0.5441176470588235,271.0,6749260.0,9271881.0
Danilo Gallinari,2009,SG,20.0,NYK,28.0,2.0,412.0,56.0,125.0,0.448,26.0,27.0,0.9629629629629629,170.0,3089040.0,4243607.0
Kevin Garnett,2009,PF,32.0,BOS,57.0,57.0,1772.0,393.0,740.0,0.5310810810810811,111.0,132.0,0.8409090909090909,899.0,16400000.0,22529708.0
Marc Gasol,2009,C,24.0,MEM,82.0,75.0,2521.0,350.0,661.0,0.529500756429652,275.0,375.0,0.7333333333333333,975.0,3240000.0,4450991.0
Pau Gasol,2009,C,28.0,LAL,81.0,81.0,2999.0,592.0,1045.0,0.5665071770334928,343.0,439.0,0.7813211845102506,1528.0,16452000.0,22601144.0
Rudy Gay,2009,SF,22.0,MEM,79.0,78.0,2945.0,572.0,1262.0,0.4532488114104596,264.0,344.0,0.7674418604651163,1493.0,3280997.0,4507311.0
Devean George,2009,SF,31.0,DAL,43.0,17.0,708.0,54.0,142.0,0.38028169014084506,17.0,22.0,0.7727272727272727,147.0,1600000.0,2198020.0
Daniel Gibson,2009,PG,22.0,CLE,75.0,0.0,1795.0,206.0,527.0,0.3908918406072106,66.0,86.0,0.7674418604651163,586.0,4088500.0,5616628.0
Ryan Gomes,2009,SF,26.0,MIN,82.0,76.0,2614.0,420.0,974.0,0.43121149897330596,146.0,181.0,0.8066298342541437,1092.0,3867500.0,5313027.0
Drew Gooden,2009,PF,27.0,TOT,51.0,28.0,1264.0,237.0,506.0,0.4683794466403162,131.0,156.0,0.8397435897435898,605.0,4500000.0,6181932.0
Drew Gooden,2009,PF,27.0,CHI,31.0,27.0,918.0,161.0,352.0,0.45738636363636365,84.0,97.0,0.865979381443299,406.0,4500000.0,6181932.0
Drew Gooden,2009,PF,27.0,SAC,1.0,0.0,26.0,5.0,9.0,0.5555555555555556,2.0,2.0,1.0,12.0,4500000.0,6181932.0
Drew Gooden,2009,PF,27.0,SAS,19.0,1.0,320.0,71.0,145.0,0.4896551724137931,45.0,57.0,0.7894736842105263,187.0,4500000.0,6181932.0
Ben Gordon,2009,SG,25.0,CHI,82.0,76.0,2999.0,598.0,1315.0,0.45475285171102664,330.0,382.0,0.8638743455497382,1699.0,10000000.0,13737627.0
Eric Gordon,2009,SG,20.0,LAC,78.0,65.0,2677.0,411.0,901.0,0.45615982241953384,299.0,350.0,0.8542857142857143,1252.0,2819880.0,3873845.0
Marcin Gortat,2009,PF,24.0,ORL,63.0,3.0,794.0,106.0,187.0,0.5668449197860963,26.0,45.0,0.5777777777777777,239.0,5854000.0,8042006.0
Joey Graham,2009,SF,26.0,TOR,78.0,10.0,1541.0,231.0,480.0,0.48125,132.0,160.0,0.825,597.0,884881.0,1215616.0
Stephen Graham,2009,SG,26.0,IND,52.0,6.0,684.0,106.0,256.0,0.4140625,50.0,62.0,0.8064516129032258,282.0,884881.0,1215616.0
Danny Granger,2009,SF,25.0,IND,67.0,66.0,2424.0,571.0,1277.0,0.447141738449491,404.0,460.0,0.8782608695652174,1728.0,9930500.0,13642150.0
Aaron Gray,2009,C,24.0,CHI,56.0,18.0,715.0,81.0,167.0,0.48502994011976047,34.0,59.0,0.576271186440678,196.0,1000497.0,1374445.0
Jeff Green,2009,PF,22.0,OKC,78.0,78.0,2873.0,476.0,1068.0,0.44569288389513106,242.0,307.0,0.7882736156351792,1290.0,3516960.0,4831468.0
Willie Green,2009,SG,27.0,PHI,81.0,60.0,1828.0,286.0,658.0,0.43465045592705165,62.0,85.0,0.7294117647058823,685.0,3682000.0,5058194.0
Hamed Haddadi,2009,C,23.0,MEM,19.0,0.0,120.0,15.0,31.0,0.4838709677419355,18.0,30.0,0.6,48.0,1627779.0,2236182.0
Malik Hairston,2009,SG,21.0,SAS,15.0,0.0,155.0,24.0,49.0,0.4897959183673469,2.0,7.0,0.2857142857142857,50.0,736420.0,1011666.0
Richard Hamilton,2009,SG,30.0,DET,67.0,51.0,2279.0,466.0,1043.0,0.4467881112176414,223.0,263.0,0.8479087452471483,1225.0,11625000.0,15969991.0
Matt Harpring,2009,SG,32.0,UTA,63.0,2.0,693.0,111.0,241.0,0.4605809128630705,55.0,72.0,0.7638888888888888,277.0,6500000.0,8929457.0
Al Harrington,2009,PF,28.0,TOT,73.0,56.0,2546.0,532.0,1212.0,0.4389438943894389,234.0,295.0,0.7932203389830509,1469.0,10026875.0,13774546.0
Al Harrington,2009,PF,28.0,GSW,5.0,5.0,166.0,23.0,70.0,0.32857142857142857,5.0,10.0,0.5,62.0,10026875.0,13774546.0
Al Harrington,2009,PF,28.0,NYK,68.0,51.0,2380.0,509.0,1142.0,0.4457092819614711,229.0,285.0,0.8035087719298246,1407.0,10026875.0,13774546.0
Devin Harris,2009,PG,25.0,NJN,69.0,69.0,2494.0,455.0,1039.0,0.4379210779595765,496.0,605.0,0.8198347107438017,1470.0,8400000.0,11539606.0
Jason Hart,2009,PG,30.0,TOT,39.0,2.0,348.0,30.0,94.0,0.3191489361702128,18.0,23.0,0.782608695652174,78.0,521384.0,716257.0
Jason Hart,2009,PG,30.0,LAC,28.0,2.0,312.0,25.0,84.0,0.2976190476190476,15.0,19.0,0.7894736842105263,65.0,521384.0,716257.0
Jason Hart,2009,PG,30.0,DEN,11.0,0.0,36.0,5.0,10.0,0.5,3.0,4.0,0.75,13.0,521384.0,716257.0
Udonis Haslem,2009,PF,28.0,MIA,75.0,75.0,2560.0,333.0,643.0,0.5178849144634525,128.0,170.0,0.7529411764705882,794.0,7100000.0,9753715.0
Trenton Hassell,2009,SF,29.0,NJN,53.0,31.0,1094.0,86.0,191.0,0.450261780104712,20.0,25.0,0.8,194.0,4350000.0,5975867.0
Spencer Hawes,2009,C,20.0,SAC,77.0,51.0,2259.0,373.0,800.0,0.46625,90.0,136.0,0.6617647058823529,876.0,2332800.0,3204713.0
Chuck Hayes,2009,C,25.0,HOU,71.0,1.0,858.0,42.0,113.0,0.37168141592920356,7.0,19.0,0.3684210526315789,91.0,2111750.0,2901043.0
Jarvis Hayes,2009,SF,27.0,NJN,74.0,1.0,1832.0,257.0,577.0,0.44540727902946275,36.0,52.0,0.6923076923076923,644.0,2062800.0,2833797.0
Brendan Haywood,2009,C,29.0,WAS,6.0,5.0,175.0,24.0,50.0,0.48,10.0,21.0,0.47619047619047616,58.0,6000000.0,8242576.0
Luther Head,2009,PG-SG,26.0,TOT,32.0,4.0,498.0,55.0,144.0,0.3819444444444444,19.0,24.0,0.7916666666666666,149.0,884881.0,1215616.0
Luther Head,2009,PG,26.0,HOU,22.0,4.0,322.0,39.0,101.0,0.38613861386138615,14.0,16.0,0.875,106.0,884881.0,1215616.0
Luther Head,2009,SG,26.0,MIA,10.0,0.0,176.0,16.0,43.0,0.37209302325581395,5.0,8.0,0.625,43.0,884881.0,1215616.0
Roy Hibbert,2009,C,22.0,IND,70.0,42.0,1009.0,198.0,420.0,0.4714285714285714,98.0,147.0,0.6666666666666666,494.0,1575360.0,2164170.0
Nenê,2009,C,26.0,DEN,77.0,76.0,2510.0,428.0,709.0,0.6036671368124118,266.0,368.0,0.7228260869565217,1123.0,10520000.0,14451983.0
George Hill,2009,PG,22.0,SAS,77.0,7.0,1270.0,150.0,372.0,0.4032258064516129,114.0,146.0,0.7808219178082192,438.0,1081680.0,1485971.0
Grant Hill,2009,SF,36.0,PHO,82.0,68.0,2445.0,390.0,745.0,0.5234899328859061,181.0,224.0,0.8080357142857143,985.0,3000000.0,4121288.0
Kirk Hinrich,2009,SG,28.0,CHI,51.0,4.0,1339.0,183.0,419.0,0.43675417661097854,68.0,86.0,0.7906976744186046,503.0,9500000.0,13050745.0
Ryan Hollins,2009,C,24.0,TOT,45.0,3.0,444.0,50.0,94.0,0.5319148936170213,43.0,72.0,0.5972222222222222,143.0,2183333.0,2999381.0
Ryan Hollins,2009,C,24.0,CHA,18.0,1.0,184.0,19.0,35.0,0.5428571428571428,26.0,39.0,0.6666666666666666,64.0,2183333.0,2999381.0
Ryan Hollins,2009,C,24.0,DAL,27.0,2.0,260.0,31.0,59.0,0.5254237288135594,17.0,33.0,0.5151515151515151,79.0,2183333.0,2999381.0
Al Horford,2009,C,22.0,ATL,67.0,67.0,2242.0,312.0,594.0,0.5252525252525253,149.0,205.0,0.7268292682926829,773.0,4307640.0,5917675.0
Eddie House,2009,PG,30.0,BOS,81.0,0.0,1479.0,249.0,560.0,0.4446428571428571,42.0,53.0,0.7924528301886793,691.0,2862000.0,3931708.0
Dwight Howard,2009,C,23.0,ORL,79.0,79.0,2821.0,560.0,979.0,0.5720122574055159,504.0,849.0,0.5936395759717314,1624.0,15202590.0,20884751.0
Josh Howard,2009,SF,28.0,DAL,52.0,51.0,1663.0,353.0,783.0,0.4508301404853129,172.0,220.0,0.7818181818181819,936.0,10890000.0,14960275.0
Juwan Howard,2009,SF-PF,35.0,TOT,42.0,2.0,472.0,75.0,147.0,0.5102040816326531,23.0,34.0,0.6764705882352942,173.0,1306455.0,1794759.0
Juwan Howard,2009,SF,35.0,CHA,39.0,2.0,450.0,74.0,145.0,0.5103448275862069,23.0,34.0,0.6764705882352942,171.0,1306455.0,1794759.0
Larry Hughes,2009,SF-SG,30.0,TOT,55.0,20.0,1479.0,224.0,557.0,0.4021543985637343,117.0,145.0,0.8068965517241379,640.0,13655268.0,18759097.0
Larry Hughes,2009,SF,30.0,CHI,30.0,6.0,792.0,127.0,308.0,0.41233766233766234,67.0,82.0,0.8170731707317073,361.0,13655268.0,18759097.0
Larry Hughes,2009,SG,30.0,NYK,25.0,14.0,687.0,97.0,249.0,0.3895582329317269,50.0,63.0,0.7936507936507936,279.0,13655268.0,18759097.0
Kris Humphries,2009,SF,23.0,TOR,29.0,0.0,265.0,38.0,90.0,0.4222222222222222,38.0,48.0,0.7916666666666666,114.0,3200000.0,4396040.0
Lindsey Hunter,2009,PG,38.0,CHI,28.0,0.0,266.0,27.0,82.0,0.32926829268292684,3.0,5.0,0.6,73.0,1306455.0,1794759.0
Othello Hunter,2009,PF,22.0,ATL,16.0,0.0,92.0,11.0,20.0,0.55,0.0,5.0,0.0,22.0,307564.0,422519.0
Andre Iguodala,2009,SF,25.0,PHI,82.0,82.0,3269.0,542.0,1147.0,0.47253705318221445,377.0,521.0,0.7236084452975048,1541.0,12200000.0,16759905.0
Zydrunas Ilgauskas,2009,C,33.0,CLE,65.0,65.0,1765.0,342.0,724.0,0.4723756906077348,139.0,174.0,0.7988505747126436,838.0,11541074.0,15854697.0
Allen Iverson,2009,PG-SG,33.0,TOT,57.0,53.0,2093.0,348.0,834.0,0.4172661870503597,271.0,347.0,0.7809798270893372,995.0,1191180.0,1636398.0
Allen Iverson,2009,SG,33.0,DEN,3.0,3.0,123.0,18.0,40.0,0.45,18.0,25.0,0.72,56.0,1191180.0,1636398.0
Allen Iverson,2009,PG,33.0,DET,54.0,50.0,1970.0,330.0,794.0,0.4156171284634761,253.0,322.0,0.7857142857142857,939.0,1191180.0,1636398.0
Royal Ivey,2009,SG,27.0,PHI,71.0,0.0,861.0,69.0,208.0,0.3317307692307692,34.0,43.0,0.7906976744186046,211.0,1050000.0,1442450.0
Jarrett Jack,2009,SG,25.0,IND,82.0,53.0,2716.0,386.0,853.0,0.4525205158264947,224.0,263.0,0.8517110266159695,1074.0,4500000.0,6181932.0
Darnell Jackson,2009,PF,23.0,CLE,51.0,2.0,430.0,37.0,86.0,0.43023255813953487,24.0,35.0,0.6857142857142857,98.0,736420.0,1011666.0
Stephen Jackson,2009,SF,30.0,GSW,59.0,59.0,2339.0,413.0,997.0,0.41424272818455365,294.0,356.0,0.8258426966292135,1223.0,7650000.0,10509284.0
LeBron James,2009,SF,24.0,CLE,81.0,81.0,3054.0,789.0,1613.0,0.48915065096094235,594.0,762.0,0.7795275590551181,2304.0,15779912.0,21677854.0
Mike James,2009,PG,33.0,TOT,61.0,50.0,1649.0,197.0,514.0,0.3832684824902724,68.0,82.0,0.8292682926829268,531.0,6466600.0,8883573.0
Mike James,2009,PG,33.0,NOH,8.0,0.0,74.0,8.0,25.0,0.32,1.0,2.0,0.5,20.0,6466600.0,8883573.0
Mike James,2009,PG,33.0,WAS,53.0,50.0,1575.0,189.0,489.0,0.38650306748466257,67.0,80.0,0.8375,511.0,6466600.0,8883573.0
Antawn Jamison,2009,PF,32.0,WAS,81.0,81.0,3096.0,674.0,1441.0,0.4677307425399028,341.0,452.0,0.754424778761062,1801.0,11641095.0,15992102.0
Al Jefferson,2009,C,24.0,MIN,50.0,50.0,1836.0,485.0,975.0,0.49743589743589745,186.0,252.0,0.7380952380952381,1156.0,12000000.0,16485152.0
Richard Jefferson,2009,SF,28.0,MIL,82.0,82.0,2939.0,537.0,1222.0,0.43944353518821605,417.0,518.0,0.805019305019305,1607.0,14200000.0,19507430.0
Jared Jeffries,2009,SF,27.0,NYK,56.0,36.0,1310.0,120.0,273.0,0.43956043956043955,55.0,90.0,0.6111111111111112,296.0,6466600.0,8883573.0
Yi Jianlian,2009,PF,21.0,NJN,61.0,52.0,1421.0,191.0,500.0,0.382,95.0,123.0,0.7723577235772358,525.0,3194400.0,4388347.0
Amir Johnson,2009,PF,21.0,DET,62.0,24.0,911.0,97.0,163.0,0.5950920245398773,23.0,35.0,0.6571428571428571,217.0,3666666.0,5037129.0
Anthony Johnson,2009,PG,34.0,ORL,80.0,12.0,1481.0,154.0,381.0,0.4041994750656168,61.0,81.0,0.7530864197530864,421.0,2160000.0,2967327.0
